{'NOT': 1, 'NAND': 1, 'AND': 2, 'ORN': 2, 'OR': 4, 'ANDN': 4, 'NOR': 3, 'XOR': 3, 'EQU': 5}
{'x': 120, 'y': 120}
Avida 2.14.0
--------------------------------------------------------------------------------
by Charles Ofria
Lead Developer: David M. Bryson

Active developers include:
Aaron P. Wagner and Anya E. Johnson
For a more complete list of contributors, see the AUTHORS file.

Copyright 1999-2014 Michigan State University.
Copyright 1993-2003 California Institute of Technology.

Avida comes with ABSOLUTELY NO WARRANTY.
This is free software, and you are welcome to redistribute it under certain
conditions. See file COPYING for details.

For more information, see: http://avida.devosoft.org/
--------------------------------------------------------------------------------

Random Seed: -1 -> 67931654
Data Directory: /Users/albertzhang/GitHub/avida/cbuild_changed/work/data/

UD: 0       Gen: 0.000000   Fit: 0.000000   Orgs: 1       Spec: 32.00   SWst: 0.000 %  
UD: 100     Gen: 6.928571   Fit: 0.2460161  Orgs: 42      Spec: 24.88   SWst: 0.000 %  
UD: 200     Gen: 14.76899   Fit: 0.2457903  Orgs: 316     Spec: 24.81   SWst: 0.000 %  
UD: 300     Gen: 22.64884   Fit: 0.2477367  Orgs: 860     Spec: 26.29   SWst: 1.616 %  
UD: 400     Gen: 30.12424   Fit: 0.2447923  Orgs: 1634    Spec: 26.52   SWst: 1.695 %  
UD: 500     Gen: 37.63693   Fit: 0.2457407  Orgs: 2713    Spec: 26.94   SWst: 1.807 %  
UD: 600     Gen: 45.08213   Fit: 0.2461422  Orgs: 4030    Spec: 26.65   SWst: 1.943 %  
UD: 700     Gen: 52.48488   Fit: 0.2477294  Orgs: 5653    Spec: 26.21   SWst: 2.105 %  
UD: 800     Gen: 59.78383   Fit: 0.2483735  Orgs: 7485    Spec: 26.23   SWst: 1.750 %  
UD: 900     Gen: 68.29161   Fit: 0.2983001  Orgs: 9475    Spec: 24.66   SWst: 1.633 %  
UD: 1000    Gen: 96.51357   Fit: 10.31264   Orgs: 10612   Spec: 18.15   SWst: 1.940 %  
UD: 1100    Gen: 175.7367   Fit: 3.217863e+30  Orgs: 10617   Spec: 8.319   SWst: 0.000 %  
UD: 1200    Gen: 213.2995   Fit: 1.780339e+08  Orgs: 10614   Spec: 19.00   SWst: 0.000 %  
UD: 1300    Gen: 220.8539   Fit: 6.558435e+12  Orgs: 10613   Spec: 23.20   SWst: 0.000 %  
UD: 1400    Gen: 225.1987   Fit: 6.574678e+12  Orgs: 10613   Spec: 23.09   SWst: 0.000 %  
UD: 1500    Gen: 234.2653   Fit: 6.558435e+12  Orgs: 10613   Spec: 23.21   SWst: 0.000 %  
UD: 1600    Gen: 238.6102   Fit: 6.574678e+12  Orgs: 10613   Spec: 22.70   SWst: 0.000 %  
UD: 1700    Gen: 237.9564   Fit: 5.207037e+12  Orgs: 10612   Spec: 23.19   SWst: 0.000 %  
UD: 1800    Gen: 247.3003   Fit: 6.798357e+12  Orgs: 10613   Spec: 23.20   SWst: 0.000 %  
UD: 1900    Gen: 244.4746   Fit: 4.743393e+12  Orgs: 10612   Spec: 23.13   SWst: 0.000 %  
UD: 2000    Gen: 247.7335   Fit: 4.999582e+12  Orgs: 10612   Spec: 23.08   SWst: 0.000 %  
UD: 2100    Gen: 260.3352   Fit: 6.574678e+12  Orgs: 10613   Spec: 22.30   SWst: 0.000 %  
UD: 2200    Gen: 264.6801   Fit: 6.798357e+12  Orgs: 10613   Spec: 23.18   SWst: 0.000 %  
UD: 2300    Gen: 257.5106   Fit: 4.743393e+12  Orgs: 10612   Spec: 22.86   SWst: 0.000 %  
UD: 2400    Gen: 273.3702   Fit: 6.558435e+12  Orgs: 10613   Spec: 23.04   SWst: 0.000 %  
UD: 2500    Gen: 264.0288   Fit: 4.999582e+12  Orgs: 10612   Spec: 23.21   SWst: 0.000 %  
UD: 2600    Gen: 282.0603   Fit: 6.574678e+12  Orgs: 10613   Spec: 23.11   SWst: 0.000 %  
UD: 2700    Gen: 286.4052   Fit: 6.798357e+12  Orgs: 10613   Spec: 22.89   SWst: 0.000 %  
UD: 2800    Gen: 290.7500   Fit: 6.558435e+12  Orgs: 10613   Spec: 23.17   SWst: 0.000 %  
UD: 2900    Gen: 277.0649   Fit: 4.999582e+12  Orgs: 10612   Spec: 23.21   SWst: 0.000 %  
UD: 3000    Gen: 280.3239   Fit: 5.207037e+12  Orgs: 10612   Spec: 23.22   SWst: 0.000 %  
UD: 3100    Gen: 342.3877   Fit: 6.558435e+12  Orgs: 10613   Spec: 23.17   SWst: 0.000 %  
UD: 3200    Gen: 325.4483   Fit: 4.999582e+12  Orgs: 10612   Spec: 23.21   SWst: 0.000 %  
UD: 3300    Gen: 222.0965   Fit: 2.098053e+14  Orgs: 10620   Spec: 17.05   SWst: 1.078 %  
UD: 3400    Gen: 227.6754   Fit: 2.424127e+15  Orgs: 10618   Spec: 24.93   SWst: 0.000 %  
UD: 3500    Gen: 230.7830   Fit: 2.271572e+15  Orgs: 10618   Spec: 24.73   SWst: 0.000 %  
UD: 3600    Gen: 233.8904   Fit: 2.271572e+15  Orgs: 10618   Spec: 25.00   SWst: 0.000 %  
UD: 3700    Gen: 244.1338   Fit: 2.119017e+15  Orgs: 10618   Spec: 24.93   SWst: 0.000 %  
UD: 3800    Gen: 257.5994   Fit: 3.130172e+15  Orgs: 10619   Spec: 24.73   SWst: 0.000 %  
UD: 3900    Gen: 255.5212   Fit: 2.424127e+15  Orgs: 10618   Spec: 24.98   SWst: 0.000 %  
UD: 4000    Gen: 265.8853   Fit: 2.977631e+15  Orgs: 10619   Spec: 24.94   SWst: 0.000 %  
UD: 4100    Gen: 261.7362   Fit: 2.271572e+15  Orgs: 10618   Spec: 24.95   SWst: 0.000 %  
UD: 4200    Gen: 264.8436   Fit: 2.271572e+15  Orgs: 10618   Spec: 24.39   SWst: 0.000 %  
UD: 4300    Gen: 278.3140   Fit: 2.977631e+15  Orgs: 10619   Spec: 24.90   SWst: 0.000 %  
UD: 4400    Gen: 271.0586   Fit: 2.119017e+15  Orgs: 10618   Spec: 24.90   SWst: 0.000 %  
UD: 4500    Gen: 286.5999   Fit: 3.130172e+15  Orgs: 10619   Spec: 24.96   SWst: 0.000 %  
UD: 4600    Gen: 277.2736   Fit: 2.424127e+15  Orgs: 10618   Spec: 24.94   SWst: 0.000 %  
UD: 4700    Gen: 280.3810   Fit: 2.424127e+15  Orgs: 10618   Spec: 24.96   SWst: 0.000 %  
UD: 4800    Gen: 325.5470   Fit: 2.977631e+15  Orgs: 10619   Spec: 24.98   SWst: 0.000 %  
UD: 4900    Gen: 313.1170   Fit: 2.271572e+15  Orgs: 10618   Spec: 24.98   SWst: 0.000 %  
UD: 5000    Gen: 316.2246   Fit: 2.119017e+15  Orgs: 10618   Spec: 24.31   SWst: 0.000 %  
UD: 5100    Gen: 337.9761   Fit: 3.130172e+15  Orgs: 10619   Spec: 24.97   SWst: 0.000 %  
UD: 5200    Gen: 322.4396   Fit: 2.424127e+15  Orgs: 10618   Spec: 24.95   SWst: 0.000 %  
UD: 5300    Gen: 325.5470   Fit: 2.424127e+15  Orgs: 10618   Spec: 24.98   SWst: 0.000 %  
UD: 5400    Gen: 328.6544   Fit: 2.424127e+15  Orgs: 10618   Spec: 24.97   SWst: 0.000 %  
UD: 5500    Gen: 331.7617   Fit: 2.424127e+15  Orgs: 10618   Spec: 24.91   SWst: 0.000 %  
UD: 5600    Gen: 404.5888   Fit: 2.977631e+15  Orgs: 10619   Spec: 24.95   SWst: 0.000 %  
UD: 5700    Gen: 408.7315   Fit: 2.977631e+15  Orgs: 10619   Spec: 24.97   SWst: 0.000 %  
UD: 5800    Gen: 412.8743   Fit: 2.977631e+15  Orgs: 10619   Spec: 24.82   SWst: 0.000 %  
UD: 5900    Gen: 390.0943   Fit: 2.271572e+15  Orgs: 10618   Spec: 24.99   SWst: 0.000 %  
UD: 6000    Gen: 393.2016   Fit: 2.271572e+15  Orgs: 10618   Spec: 24.94   SWst: 0.000 %  
UD: 6100    Gen: 253.6663   Fit: 7.344607e+11  Orgs: 10617   Spec: 19.29   SWst: 0.000 %  
UD: 6200    Gen: 241.8339   Fit: 1.746769e+09  Orgs: 10599   Spec: 18.24   SWst: 0.000 %  
UD: 6300    Gen: 244.5058   Fit: 2.791406e+17  Orgs: 10600   Spec: 23.39   SWst: 0.000 %  
UD: 6400    Gen: 249.7941   Fit: 4.888987e+17  Orgs: 10601   Spec: 23.41   SWst: 0.000 %  
UD: 6500    Gen: 250.9677   Fit: 4.189624e+17  Orgs: 10600   Spec: 23.43   SWst: 0.000 %  
UD: 6600    Gen: 258.4091   Fit: 4.903333e+17  Orgs: 10601   Spec: 22.90   SWst: 0.000 %  
UD: 6700    Gen: 262.7166   Fit: 4.888987e+17  Orgs: 10601   Spec: 23.45   SWst: 0.000 %  
UD: 6800    Gen: 260.6606   Fit: 4.189624e+17  Orgs: 10600   Spec: 23.40   SWst: 0.000 %  
UD: 6900    Gen: 277.7222   Fit: 4.888987e+17  Orgs: 10601   Spec: 23.39   SWst: 0.000 %  
UD: 7000    Gen: 281.4529   Fit: 3.512037e+17  Orgs: 10600   Spec: 23.40   SWst: 0.000 %  
UD: 7100    Gen: 294.2757   Fit: 4.888987e+17  Orgs: 10601   Spec: 23.05   SWst: 0.000 %  
UD: 7200    Gen: 298.5832   Fit: 4.197117e+17  Orgs: 10601   Spec: 22.78   SWst: 0.000 %  
UD: 7300    Gen: 291.1458   Fit: 3.512037e+17  Orgs: 10600   Spec: 23.36   SWst: 0.000 %  
UD: 7400    Gen: 307.1983   Fit: 4.888987e+17  Orgs: 10601   Spec: 23.42   SWst: 0.000 %  
UD: 7500    Gen: 297.6074   Fit: 4.189624e+17  Orgs: 10600   Spec: 23.37   SWst: 0.000 %  
UD: 7600    Gen: 315.8133   Fit: 4.903333e+17  Orgs: 10601   Spec: 23.43   SWst: 0.000 %  
UD: 7700    Gen: 320.1208   Fit: 4.888987e+17  Orgs: 10601   Spec: 23.40   SWst: 0.000 %  
UD: 7800    Gen: 307.3002   Fit: 4.189624e+17  Orgs: 10600   Spec: 23.38   SWst: 0.000 %  
UD: 7900    Gen: 310.5314   Fit: 3.512037e+17  Orgs: 10600   Spec: 23.38   SWst: 0.000 %  
UD: 8000    Gen: 333.0434   Fit: 4.888987e+17  Orgs: 10601   Spec: 22.83   SWst: 0.000 %  
UD: 8100    Gen: 337.3509   Fit: 4.197117e+17  Orgs: 10601   Spec: 23.35   SWst: 0.000 %  
UD: 8200    Gen: 320.2242   Fit: 3.512037e+17  Orgs: 10600   Spec: 23.41   SWst: 0.000 %  
UD: 8300    Gen: 345.9659   Fit: 4.888987e+17  Orgs: 10601   Spec: 23.40   SWst: 0.000 %  
UD: 8400    Gen: 326.6861   Fit: 2.791406e+17  Orgs: 10600   Spec: 23.39   SWst: 0.000 %  
UD: 8500    Gen: 403.7939   Fit: 4.888987e+17  Orgs: 10601   Spec: 23.36   SWst: 0.01163%  
UD: 8600    Gen: 400.9029   Fit: 2.791406e+17  Orgs: 10600   Spec: 23.44   SWst: 0.000 %  
UD: 8700    Gen: 430.9450   Fit: 4.888987e+17  Orgs: 10601   Spec: 23.38   SWst: 0.000 %  
UD: 8800    Gen: 409.4808   Fit: 2.791406e+17  Orgs: 10600   Spec: 23.41   SWst: 0.000 %  
UD: 8900    Gen: 412.7117   Fit: 3.512037e+17  Orgs: 10600   Spec: 23.39   SWst: 0.000 %  
UD: 9000    Gen: 415.9426   Fit: 4.189624e+17  Orgs: 10600   Spec: 22.79   SWst: 0.000 %  
UD: 9100    Gen: 419.1736   Fit: 2.791406e+17  Orgs: 10600   Spec: 23.41   SWst: 0.000 %  
UD: 9200    Gen: 422.4045   Fit: 3.512037e+17  Orgs: 10600   Spec: 23.37   SWst: 0.000 %  
UD: 9300    Gen: 458.9056   Fit: 4.888987e+17  Orgs: 10601   Spec: 23.40   SWst: 0.000 %  
UD: 9400    Gen: 428.8664   Fit: 2.791406e+17  Orgs: 10600   Spec: 23.39   SWst: 0.000 %  
UD: 9500    Gen: 432.0974   Fit: 3.512037e+17  Orgs: 10600   Spec: 23.44   SWst: 0.000 %  
UD: 9600    Gen: 273.3768   Fit: 1.496678e+09  Orgs: 10604   Spec: 20.92   SWst: 0.001257%  
UD: 9700    Gen: 280.8868   Fit: 6.804294e+13  Orgs: 10607   Spec: 22.68   SWst: 0.000 %  
UD: 9800    Gen: 288.6042   Fit: 8.506162e+13  Orgs: 10608   Spec: 22.70   SWst: 0.000 %  
UD: 9900    Gen: 285.7851   Fit: 1.769617e+11  Orgs: 10604   Spec: 23.37   SWst: 0.000 %  
UD: 10000   Gen: 289.4873   Fit: 1.415827e+11  Orgs: 10603   Spec: 23.49   SWst: 0.000 %  
