{'NOT': 3, 'NAND': 3, 'AND': 4, 'ORN': 4, 'OR': 2, 'ANDN': 2, 'NOR': 1, 'XOR': 1, 'EQU': 5}
{'x': 120, 'y': 120}
Avida 2.14.0
--------------------------------------------------------------------------------
by Charles Ofria
Lead Developer: David M. Bryson

Active developers include:
Aaron P. Wagner and Anya E. Johnson
For a more complete list of contributors, see the AUTHORS file.

Copyright 1999-2014 Michigan State University.
Copyright 1993-2003 California Institute of Technology.

Avida comes with ABSOLUTELY NO WARRANTY.
This is free software, and you are welcome to redistribute it under certain
conditions. See file COPYING for details.

For more information, see: http://avida.devosoft.org/
--------------------------------------------------------------------------------

Random Seed: -1 -> 60969997
Data Directory: /Users/albertzhang/GitHub/avida/cbuild_changed/work/data/

UD: 0       Gen: 0.000000   Fit: 0.000000   Orgs: 1       Spec: 32.00   SWst: 0.000 %  
UD: 100     Gen: 7.442623   Fit: 0.2412003  Orgs: 61      Spec: 27.30   SWst: 2.404 %  
UD: 200     Gen: 15.17942   Fit: 0.2441322  Orgs: 379     Spec: 26.60   SWst: 1.733 %  
UD: 300     Gen: 23.20944   Fit: 0.2451625  Orgs: 1017    Spec: 26.94   SWst: 2.026 %  
UD: 400     Gen: 31.08204   Fit: 0.2638510  Orgs: 1938    Spec: 27.91   SWst: 1.347 %  
UD: 500     Gen: 44.94513   Fit: 0.5415653  Orgs: 2679    Spec: 24.85   SWst: 1.917 %  
UD: 600     Gen: 64.14756   Fit: 0.9751174  Orgs: 3280    Spec: 22.87   SWst: 1.799 %  
UD: 700     Gen: 109.2656   Fit: 103.6645   Orgs: 3611    Spec: 20.33   SWst: 1.033 %  
UD: 800     Gen: 152.6662   Fit: 1.216856e+26  Orgs: 3748    Spec: 10.37   SWst: 0.1361%  
UD: 900     Gen: 154.3459   Fit: 8.114542e+25  Orgs: 3747    Spec: 9.750   SWst: 0.000 %  
UD: 1000    Gen: 156.0334   Fit: 8.116708e+25  Orgs: 3746    Spec: 10.80   SWst: 0.000 %  
UD: 1100    Gen: 160.4371   Fit: 1.217181e+26  Orgs: 3747    Spec: 7.710   SWst: 0.000 %  
UD: 1200    Gen: 159.5107   Fit: 8.116708e+25  Orgs: 3746    Spec: 10.00   SWst: 0.000 %  
UD: 1300    Gen: 161.2496   Fit: 8.116708e+25  Orgs: 3746    Spec: 9.988   SWst: 0.000 %  
UD: 1400    Gen: 162.9880   Fit: 8.116708e+25  Orgs: 3746    Spec: 9.943   SWst: 0.000 %  
UD: 1500    Gen: 170.8508   Fit: 8.114542e+25  Orgs: 3747    Spec: 9.913   SWst: 0.000 %  
UD: 1600    Gen: 179.4065   Fit: 8.114542e+25  Orgs: 3747    Spec: 11.43   SWst: 0.000 %  
UD: 1700    Gen: 181.1449   Fit: 8.114542e+25  Orgs: 3747    Spec: 10.04   SWst: 0.000 %  
UD: 1800    Gen: 153.1792   Fit: 2.002679e+22  Orgs: 3744    Spec: 11.59   SWst: 0.000 %  
UD: 1900    Gen: 154.9244   Fit: 2.002679e+22  Orgs: 3744    Spec: 13.23   SWst: 0.000 %  
UD: 2000    Gen: 158.7997   Fit: 3.003216e+22  Orgs: 3745    Spec: 13.99   SWst: 0.000 %  
UD: 2100    Gen: 158.4153   Fit: 2.002679e+22  Orgs: 3744    Spec: 11.35   SWst: 0.000 %  
UD: 2200    Gen: 160.1605   Fit: 2.002679e+22  Orgs: 3744    Spec: 10.73   SWst: 0.000 %  
UD: 2300    Gen: 161.9057   Fit: 2.002679e+22  Orgs: 3744    Spec: 13.27   SWst: 0.000 %  
UD: 2400    Gen: 163.6509   Fit: 2.002679e+22  Orgs: 3744    Spec: 12.46   SWst: 0.000 %  
