{'NOT': 2.0, 'NAND': 2.0, 'AND': 2.0, 'ORN': 2.0, 'OR': 3.0, 'ANDN': 3.0, 'NOR': 4.0, 'XOR': 4.0, 'EQU': 5.0}
{'x': 120, 'y': 120}
Avida 2.14.0
--------------------------------------------------------------------------------
by Charles Ofria
Lead Developer: David M. Bryson

Active developers include:
Aaron P. Wagner and Anya E. Johnson
For a more complete list of contributors, see the AUTHORS file.

Copyright 1999-2014 Michigan State University.
Copyright 1993-2003 California Institute of Technology.

Avida comes with ABSOLUTELY NO WARRANTY.
This is free software, and you are welcome to redistribute it under certain
conditions. See file COPYING for details.

For more information, see: http://avida.devosoft.org/
--------------------------------------------------------------------------------

Random Seed: -1 -> 64426555
Data Directory: /Users/albertzhang/GitHub/avida/cbuild/work/data/

UD: 0       Gen: 0.000000   Fit: 0.000000   Orgs: 1       Merit: 97.00000   Thrd: 1       Para: 0  
UD: 100     Gen: 6.927273   Fit: 0.2477647  Orgs: 55      Merit: 95.98182   Thrd: 55      Para: 0  
UD: 200     Gen: 14.63798   Fit: 0.2415039  Orgs: 337     Merit: 97.00000   Thrd: 337     Para: 0  
UD: 300     Gen: 22.55109   Fit: 0.2446884  Orgs: 920     Merit: 95.53913   Thrd: 920     Para: 0  
UD: 400     Gen: 30.44956   Fit: 0.2441734  Orgs: 1804    Merit: 94.24834   Thrd: 1804    Para: 0  
UD: 500     Gen: 38.32889   Fit: 0.2470234  Orgs: 3004    Merit: 94.94208   Thrd: 3004    Para: 0  
UD: 600     Gen: 46.39456   Fit: 0.2489365  Orgs: 4557    Merit: 94.86636   Thrd: 4557    Para: 0  
UD: 700     Gen: 54.47858   Fit: 0.2504580  Orgs: 6467    Merit: 95.35720   Thrd: 6467    Para: 0  
UD: 800     Gen: 62.57140   Fit: 0.2514280  Orgs: 8677    Merit: 95.38193   Thrd: 8677    Para: 0  
UD: 900     Gen: 70.68212   Fit: 0.2520446  Orgs: 11240   Merit: 95.70747   Thrd: 11240   Para: 0  
UD: 1000    Gen: 78.80539   Fit: 0.2528939  Orgs: 13406   Merit: 96.05333   Thrd: 13406   Para: 0  
UD: 1100    Gen: 86.95084   Fit: 0.2535672  Orgs: 14218   Merit: 96.43241   Thrd: 14218   Para: 0  
UD: 1200    Gen: 94.99937   Fit: 0.2536972  Orgs: 14389   Merit: 96.15123   Thrd: 14389   Para: 0  
UD: 1300    Gen: 103.1602   Fit: 0.2544924  Orgs: 14394   Merit: 96.54453   Thrd: 14394   Para: 0  
UD: 1400    Gen: 111.3207   Fit: 0.2549223  Orgs: 14380   Merit: 96.59576   Thrd: 14380   Para: 0  
UD: 1500    Gen: 119.5366   Fit: 0.2557779  Orgs: 14390   Merit: 96.53780   Thrd: 14390   Para: 0  
UD: 1600    Gen: 127.7601   Fit: 0.2562451  Orgs: 14390   Merit: 96.51869   Thrd: 14390   Para: 0  
UD: 1700    Gen: 136.1072   Fit: 0.2567214  Orgs: 14390   Merit: 96.43030   Thrd: 14390   Para: 0  
UD: 1800    Gen: 144.5841   Fit: 0.2585557  Orgs: 14389   Merit: 96.69032   Thrd: 14389   Para: 0  
UD: 1900    Gen: 153.1348   Fit: 0.2592364  Orgs: 14395   Merit: 96.56672   Thrd: 14395   Para: 0  
UD: 2000    Gen: 161.9589   Fit: 0.2608801  Orgs: 14390   Merit: 96.27936   Thrd: 14390   Para: 0  
UD: 2100    Gen: 170.7706   Fit: 0.2624634  Orgs: 14386   Merit: 96.85521   Thrd: 14386   Para: 0  
UD: 2200    Gen: 179.6288   Fit: 0.2635023  Orgs: 14390   Merit: 96.57019   Thrd: 14390   Para: 0  
UD: 2300    Gen: 188.5204   Fit: 0.2655097  Orgs: 14392   Merit: 97.21137   Thrd: 14392   Para: 0  
UD: 2400    Gen: 197.9316   Fit: 0.2678173  Orgs: 14396   Merit: 96.84148   Thrd: 14396   Para: 0  
UD: 2500    Gen: 207.5682   Fit: 0.2701691  Orgs: 14390   Merit: 96.55142   Thrd: 14390   Para: 0  
