# Avida tasks data
# Mon Mar  6 13:58:02 2023
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

0 0 0 0 0 0 0 0 0 0 
100 0 0 0 0 0 0 0 0 0 
200 0 0 0 0 0 0 0 0 0 
300 0 0 0 0 0 0 0 0 0 
400 0 0 0 0 0 0 0 0 0 
500 0 0 0 0 0 0 0 0 0 
600 0 0 0 0 0 0 0 0 0 
700 0 0 0 0 0 0 0 0 0 
800 0 0 0 0 0 0 0 0 0 
900 0 0 0 0 0 0 0 0 0 
1000 0 0 0 0 0 0 0 0 0 
1100 0 0 0 0 0 0 0 0 0 
1200 0 0 0 0 0 0 0 0 0 
1300 0 0 0 0 0 0 0 0 0 
1400 0 0 0 0 0 0 0 0 0 
1500 0 0 0 0 0 0 0 0 0 
1600 0 0 0 0 0 0 0 0 0 
1700 0 0 0 0 0 0 0 0 0 
1800 0 0 0 0 0 0 0 0 0 
1900 0 0 0 0 0 0 0 0 0 
2000 0 0 0 0 0 0 0 0 0 
2100 0 0 0 0 0 0 0 0 0 
2200 0 0 0 0 0 0 0 0 0 
2300 0 0 0 0 0 0 0 0 0 
2400 0 0 0 0 0 0 0 0 0 
2500 0 0 0 0 0 0 0 0 0 
2600 0 0 0 0 0 0 0 0 0 
2700 2 0 0 0 0 0 0 0 0 
2800 0 0 0 0 0 0 0 0 0 
2900 0 0 0 0 0 0 0 0 0 
3000 2 0 0 0 0 0 0 0 0 
3100 31 1 0 0 0 0 0 0 0 
3200 60 0 0 0 0 0 0 0 0 
3300 85 0 0 0 0 0 0 0 0 
3400 82 0 0 0 0 0 0 0 0 
3500 82 0 0 3 0 0 0 0 0 
3600 61 0 0 31 0 0 0 0 0 
3700 58 0 0 78 0 0 0 0 0 
3800 78 0 0 71 0 0 0 0 0 
3900 86 6 0 81 0 0 0 0 0 
4000 74 6 0 81 0 0 0 0 0 
4100 72 8 0 70 0 0 0 0 0 
4200 73 5 0 69 5 0 0 0 0 
4300 66 3 0 59 22 0 0 0 0 
4400 63 1 0 44 23 0 0 0 0 
4500 50 0 0 40 43 0 0 0 0 
4600 49 0 0 31 53 0 0 0 0 
4700 45 2 0 17 67 0 0 0 0 
4800 68 2 0 9 85 0 0 0 0 
4900 86 5 0 57 79 3 0 0 0 
5000 82 4 0 82 83 0 0 0 0 
5100 91 1 0 89 87 0 0 0 0 
5200 74 6 0 78 80 1 0 0 0 
5300 90 4 0 93 85 0 0 0 0 
5400 91 10 0 90 76 0 0 0 0 
5500 92 54 1 91 90 1 0 0 0 
5600 95 61 0 94 91 0 0 0 0 
5700 89 75 0 75 78 0 0 0 0 
5800 92 82 0 89 91 0 0 0 0 
5900 91 89 1 87 85 0 0 0 0 
6000 88 85 1 78 81 0 0 0 0 
6100 83 75 0 78 85 0 0 0 0 
6200 91 83 2 89 87 0 0 0 0 
6300 88 83 0 84 86 0 0 0 0 
6400 90 87 3 85 84 0 0 0 0 
6500 84 87 0 82 84 0 0 0 0 
6600 85 84 2 85 86 0 0 0 0 
6700 91 93 0 87 88 0 0 0 0 
6800 95 81 2 88 83 0 0 0 0 
6900 93 73 1 87 86 0 0 0 0 
7000 94 94 0 93 89 0 0 0 0 
7100 77 80 0 80 80 0 0 0 0 
7200 94 77 0 79 79 2 0 0 0 
7300 92 84 0 86 86 1 0 0 0 
7400 92 94 0 94 95 0 0 0 0 
7500 93 74 0 86 85 0 0 0 0 
7600 87 87 1 87 90 0 0 0 0 
7700 81 86 0 97 94 0 0 0 0 
7800 88 91 0 92 90 0 0 0 0 
7900 89 94 0 92 85 0 0 0 0 
8000 87 87 2 87 89 0 0 0 0 
8100 91 85 1 93 94 0 0 0 0 
8200 94 89 0 89 88 0 0 0 0 
8300 78 88 0 90 84 0 0 0 0 
8400 91 86 1 84 89 0 3 0 0 
8500 61 85 1 55 85 2 33 0 0 
8600 31 90 0 30 88 0 58 0 0 
8700 35 82 0 7 76 0 70 0 0 
8800 26 68 0 1 89 1 84 0 0 
8900 22 70 0 0 76 0 79 0 0 
9000 19 69 0 0 88 0 90 0 0 
9100 22 72 0 2 84 2 83 0 0 
9200 8 81 0 0 88 0 87 0 0 
9300 25 81 0 3 84 3 83 0 0 
9400 77 77 0 2 83 0 79 0 0 
9500 94 92 0 8 80 4 80 0 0 
9600 93 78 0 0 83 0 84 0 0 
9700 96 70 0 7 72 5 72 0 0 
9800 90 79 0 10 87 1 88 0 0 
9900 74 64 0 24 87 2 83 0 0 
