# Avida Dominant Data
# Sat Mar  4 17:31:28 2023
#  1: Update
#  2: Average Merit of the Dominant Genotype
#  3: Average Gestation Time of the Dominant Genotype
#  4: Average Fitness of the Dominant Genotype
#  5: Repro Rate?
#  6: Size of Dominant Genotype
#  7: Copied Size of Dominant Genotype
#  8: Executed Size of Dominant Genotype
#  9: Abundance of Dominant Genotype
# 10: Number of Births
# 11: Number of Dominant Breed True?
# 12: Dominant Gene Depth
# 13: Dominant Breed In
# 14: Max Fitness?
# 15: Genotype ID of Dominant Genotype
# 16: Name of the Dominant Genotype

6800 233472 438 533.041 0.00228311 121 121 0 7 0 0 285 0 533.041 670367 121-aaegt 
6900 229376 438 523.689 0.00228311 121 121 0 9 2 2 279 0 523.689 682118 121-aaemd 
7000 237568 448 530.286 0.00223214 122 122 0 8 0 0 283 0 530.286 689005 122-aaeby 
7100 219665 430.258 510.54 0.00232419 117 117 0 7 1 0 293 0 513.188 698097 117-aaayy 
7200 219136 427 513.199 0.00234192 116 116 0 7 0 0 298 0 513.199 712559 116-aaaqz 
7300 221184 421 525.378 0.0023753 118 118 0 8 0 0 299 0 525.378 717194 118-aabux 
7400 233472 317 736.505 0.00315457 121 121 0 6 0 0 294 0 736.505 724605 121-aaeze 
7500 231855 443.211 523.125 0.00225627 120 120 0 9 0 0 297 0 525.838 743157 120-aaekq 
7600 229786 428.2 536.63 0.00233536 119 119 0 6 0 0 295 0 539.45 747460 119-aacmp 
7700 227328 425 534.889 0.00235294 118 118 0 7 2 0 288 0 534.889 760017 118-aacbf 
7800 241664 453 533.475 0.00220751 125 125 0 7 0 0 299 0 533.475 769457 125-aabay 
7900 215040 422 509.573 0.00236967 116 116 0 9 0 0 297 0 509.573 772218 116-aaaxc 
