# Avida time data
# Tue Apr 11 18:23:40 2023
#  1: update
#  2: avida time
#  3: average generation
#  4: num_executed?

0 0 0 30 
100 1.03183 6.93617 1380 
200 2.11602 14.6162 3000 
300 3.22819 22.73 3000 
400 4.3227 31.48 3000 
500 5.41698 39.7273 2970 
600 6.50852 48.0606 2970 
700 7.58201 56.11 2970 
800 8.65571 64.62 3000 
900 9.71128 72.79 3000 
1000 10.7381 80.59 3000 
1100 11.7726 88.8 3000 
1200 12.8392 97.5 3000 
1300 13.887 105.646 2970 
1400 14.8875 113.74 3000 
1500 15.892 121.99 2970 
1600 16.8577 129.5 3000 
1700 17.7688 136.98 3000 
1800 18.6542 143.444 2970 
1900 19.5417 150.677 2970 
2000 20.3822 157.212 2970 
2100 21.2158 163.58 3000 
2200 22.0901 170.18 3000 
2300 22.9805 176.74 3000 
2400 23.9 183.91 3000 
2500 24.7997 190.83 3000 
2600 25.6849 197.485 3000 
2700 26.5792 204.42 3000 
2800 27.4725 211.49 3000 
2900 28.3683 217.59 3000 
3000 29.2674 224.8 3000 
3100 30.1459 231.747 2970 
3200 31.0066 238.33 3000 
3300 31.85 244.717 3000 
3400 32.6972 251.592 2940 
3500 33.5503 258.525 3000 
3600 34.4212 264.887 2910 
3700 35.2902 271.51 3000 
3800 36.1846 278.36 3000 
3900 37.0977 284.97 3000 
4000 38.0198 292.173 2940 
4100 38.9297 299.03 3000 
4200 39.852 306.121 2970 
4300 40.8165 313.07 3000 
4400 41.7981 319.71 3000 
4500 42.7819 328.46 3000 
4600 43.7269 336.9 3000 
4700 44.6889 343.859 2970 
4800 45.6598 351.596 2970 
4900 46.6392 359.182 3000 
5000 47.5981 366.38 3000 
5100 48.5837 373.388 2940 
5200 49.6091 381.26 2970 
5300 50.6327 389.83 3000 
5400 51.6689 396.636 2970 
5500 52.6917 404.76 3000 
5600 53.6816 412.121 2970 
5700 54.6725 419.53 3000 
5800 55.6578 427.35 3000 
5900 56.5981 435.28 3000 
6000 57.4248 446.899 3000 
6100 58.13 460.173 2970 
6200 58.8374 473 3000 
6300 59.4744 486.6 3000 
6400 60.1216 495.354 2970 
6500 60.8889 502.808 2970 
6600 61.7011 511.38 3000 
6700 62.4486 521.827 2970 
6800 63.1245 532.94 3000 
6900 63.8327 543.434 2970 
7000 64.544 555.12 3000 
7100 65.2261 562.11 3000 
7200 65.8641 577.28 3000 
7300 66.4687 588.64 3000 
7400 67.056 597.7 3000 
7500 67.5681 607.707 2970 
7600 68.1049 615.306 2940 
7700 68.6178 623.536 2910 
7800 69.1217 631.51 2970 
7900 69.6441 639.01 3000 
8000 70.1432 648.13 3000 
8100 70.4478 661.929 3000 
8200 70.6591 674.929 2970 
8300 70.8641 690.878 2970 
8400 71.0501 704.46 3000 
8500 71.2067 715.253 2970 
8600 71.3502 724.41 3000 
8700 71.4578 735.041 2880 
8800 71.567 746.7 3000 
8900 71.6731 757.081 2970 
9000 71.8053 766.65 2970 
9100 71.9382 776.808 3000 
9200 72.0941 785.18 2970 
9300 72.227 801.37 3000 
9400 72.3355 814.37 3000 
9500 72.4318 823.85 3000 
9600 72.5237 834.929 2940 
9700 72.6089 844.825 2880 
9800 72.694 853.684 2970 
9900 72.7538 864.09 3000 
10000 72.7756 883.708 2940 
10100 72.7813 911.21 3000 
10200 72.7843 932.156 2880 
10300 72.787 950.533 2790 
10400 72.7884 980.571 2940 
10500 72.789 1003.89 2880 
10600 72.7894 1024.41 2970 
10700 72.7896 1057.45 2940 
10800 72.7897 1081.51 2970 
10900 72.7897 1099.41 2970 
11000 72.7898 1115.54 2910 
11100 72.7899 1133.74 2880 
11200 72.7899 1146.03 2940 
11300 72.79 1160.19 2940 
11400 72.79 1175.24 2910 
11500 72.79 1187.44 2880 
11600 72.7901 1193.26 2850 
11700 72.7901 1194.8 2940 
11800 72.7901 1199.96 2820 
11900 72.7902 1216.25 3000 
12000 72.7903 1224.07 2880 
12100 72.7903 1237.25 2880 
12200 72.7904 1253.65 3000 
12300 72.7905 1273.39 2940 
12400 72.7905 1292.63 2880 
12500 72.7906 1307.78 2970 
12600 72.7907 1309.83 2970 
12700 72.7908 1324.78 2850 
12800 72.7909 1336.15 2910 
12900 72.7909 1360.46 2940 
13000 72.7909 1384.17 3000 
13100 72.7909 1396.44 2910 
13200 72.7909 1407.15 2940 
13300 72.7909 1420.23 2790 
13400 72.7909 1437.01 2910 
13500 72.7909 1447.61 2820 
13600 72.7909 1460.45 2910 
13700 72.7909 1475.75 2820 
13800 72.7909 1485.76 2790 
13900 72.7909 1507.54 2790 
14000 72.7909 1515.36 2910 
14100 72.7909 1521.91 2940 
14200 72.7909 1523.28 2880 
14300 72.7909 1528.6 2940 
14400 72.7909 1537.99 2910 
14500 72.7909 1555.54 2880 
14600 72.7909 1568 2850 
14700 72.7909 1572.68 2880 
14800 72.7909 1581.08 2820 
14900 72.7909 1620.46 2970 
15000 72.7909 1640.67 2970 
15100 72.7909 1649.34 2970 
15200 72.7909 1668.4 2880 
15300 72.7909 1647.97 2790 
15400 72.7909 1625.98 2880 
15500 72.7909 1613.09 2910 
15600 72.7909 1602.39 2940 
15700 72.7909 1602.06 2940 
15800 72.7909 1602.13 2940 
15900 72.7909 1602.49 2880 
16000 72.7909 1608.65 2850 
16100 72.7909 1613.86 2880 
16200 72.7909 1623.03 2790 
16300 72.7909 1632.58 2760 
16400 72.7909 1642.15 2970 
16500 72.7909 1646.59 2970 
16600 72.7909 1656.33 3000 
16700 72.7909 1668.6 2940 
16800 72.7909 1680.42 2910 
16900 72.7909 1696.84 3000 
17000 72.7909 1709.88 2910 
17100 72.7909 1719.61 2970 
17200 72.7909 1728.55 3000 
17300 72.7909 1737.34 2970 
17400 72.7909 1746.05 2940 
17500 72.7909 1756.1 2970 
17600 72.7909 1766.59 3000 
17700 72.7909 1776.17 2850 
17800 72.7909 1783.05 2910 
17900 72.7909 1797.15 3000 
18000 72.7909 1818.89 2940 
18100 72.7909 1838.52 3000 
18200 72.7909 1860.57 2940 
18300 72.7909 1870.37 2880 
18400 72.7909 1887.07 2940 
18500 72.7909 1907.36 2940 
18600 72.7909 1932.01 2820 
18700 72.7909 1954.81 2850 
18800 72.7909 1961.51 2940 
18900 72.7909 1972.32 2970 
19000 72.7909 1982.24 3000 
19100 72.7909 1990.28 3000 
19200 72.7909 1999.73 2970 
19300 72.7909 2009.86 2940 
19400 72.7909 2019.79 2760 
19500 72.7909 2034.66 2940 
19600 72.7909 2044.85 2910 
19700 72.7909 2054.86 2970 
19800 72.7909 2061.65 3000 
19900 72.7909 2070 2940 
20000 72.7909 2079.85 2910 
20100 72.7909 2091.9 2940 
20200 72.7909 2102.79 2880 
